iso2c,life_exp,pop_tot,pop_grow,gdp,gdp_per_cap,gdp_grow,unemployment,inflation,pers_remit,co2_emis,forest_area,elec_access,elec_prod_renew,sanitation,int_homic,internet_use,women_parlia,foreign_invest,fertility_rate,labor_force_fe,lab_for_part_m,lab_for_part_f,urb_pop,research_exp,res_in_rd,tech_in_rd,charge_int_prop,hi_tech_exports,trdmk_res,trdmk_nres,pat_res,pat_nres,region,income
BM,79.2885365853658,65124,-0.783118104363585,6634526000,101875.28407346,-2.50287828947368,NA,NA,19.0129001022245,NA,18.5185185185185,100,NA,NA,10.945024704,84.21,NA,3.3568408029942,1.7,NA,NA,NA,100,0.20846,NA,NA,3272.417823524,NA,NA,NA,NA,NA,North America,High income
BN,74.74,388634,1.22507149994452,13707370737.0737,35270.6421390658,2.59896574643226,6.77400016784668,0.356869132017602,NA,17.6515693428779,72.1062618595825,100,0,NA,0.25731150646,53,NA,3.50703687979936,1.937,40.9467566847852,76.0650024414063,56.390998840332,74.961,NA,NA,NA,NA,108137935,33,692,NA,NA,East Asia & Pacific,High income
BO,68.007,10048597,1.64358106824134,19649631314.0482,1955.46018156049,4.12672195659312,2.61400008201599,2.5032760584424,4.88667055090757,1.49672635891359,49.0039785839564,87.8863143920898,1.75593920613841,38.6975507,12.668435205,22.4,25.3846153846154,3.16544356281973,3.213,43.2641122605086,81.8659973144531,62.2599983215332,66.43,NA,163.80159,25.62549,2804000,37069953,1678,4315,NA,NA,Latin America & Caribbean,Lower middle income
BR,73.619,195713637,0.937959306704135,2208838108577.09,11286.071540212,7.52822581812151,7.27400016784668,5.03872690108066,0.139566673272217,2.03220381623177,61.2074815688658,98.5999984741211,6.52880784108426,39.85950934,22.109854307,40.65,8.57699805068226,3.73001226971517,1.796,42.4179225292874,75.4509963989258,52.9309997558594,84.335,1.15992,686.12491,754.57696,189605958.45,8821366135,104168,23524,4228,20771,Latin America & Caribbean,Upper middle income
BS,72.144,354936,1.51478477511973,10095760000,28443.8884756689,1.53838597180609,14.3140001296997,1.34402738392836,NA,5.86021141839656,50.9350649350649,100,NA,NA,26.483647756,43,12.1951219512195,8.63699216304667,1.865,49.5637975767119,76.7669982910156,69.3870010375977,82.427,NA,NA,NA,NA,3453.99999999972,NA,NA,NA,NA,Latin America & Caribbean,High income
BT,68.384,685502,1.051899559473,1547991317.81183,2258.18643535953,11.9458959983757,3.3199999332428,7.03638316073019,0.534465585782496,0.685628925954994,70.9733189915261,73.2829132080078,NA,64.55864346,2.3340559181,13.6,8.51063829787234,4.86268935504862,2.301,43.4143701736326,72.2910003662109,63.4150009155273,34.793,NA,NA,NA,13001.220638673,394616,NA,NA,NA,NA,South Asia,Lower middle income
BW,60.211,1987106,1.70592328995544,12786654498.3514,6434.81248526822,8.56363079220949,17.8600006103516,6.94887658743105,0.174566998168377,1.69593368446374,29.0044642069416,52.0177803039551,0,NA,15.248305828,6,7.93650793650794,1.70787313911129,3.022,46.2842851646238,66.0970001220703,52.685001373291,62.412,NA,NA,NA,130345.972205414,NA,NA,NA,NA,NA,Sub-Saharan Africa,Upper middle income
BY,70.4048780487805,9483836,-0.218522755959381,57222490768.7143,6033.6862392722,7.79826682269731,6.25299978256226,7.73574804312507,1.00537392251114,6.48155451022139,42.533267619517,100,0.243587906576873,79.73070574,4.2566399337,31.8,31.8181818181818,2.43505653333396,1.494,49.3912068078938,69.2409973144531,56.7130012512207,74.672,0.66913,NA,NA,8500000,407448900,3921,6425,1759,174,Europe & Central Asia,Upper middle income
BZ,72.057,322465,2.45178026956863,1377177100,4270.78008466035,3.00352725612079,8.24199962615967,NA,5.67353099265246,1.73662257919464,60.9991231915826,89.9172210693359,NA,NA,40.004341556,28.2,0,7.0034476382016,2.69,36.4998872236006,79,45.0029983520508,45.228,NA,NA,NA,0,NA,NA,NA,NA,NA,Latin America & Caribbean,Lower middle income
CA,81.2463414634146,34004889,1.11186407517168,1617343367486.26,47562.0834253057,3.08949461982786,8.0600004196167,1.77687154092629,0.0741436713060295,15.7339140263037,38.7394705758349,100,3.21235526350653,80.85439848,1.6282273237,80.3,22.0779220779221,1.83725638740881,1.64,47.3105135439399,71.5510025024414,62.4020004272461,80.937,1.82958,4646.30508,1520.7527,2813939869.12986,26566354256,20449,24771,4550,30899,North America,High income
CD,56.909,64563853,3.33113330807202,21565720044.4634,334.02157774666,7.10797657581392,4.01399993896484,7.10000000000038,0.0728007224782215,0.0319063981512999,60.5055027458592,12.7440509796143,0,17.630471,NA,0.72,8.4,12.7160140924858,6.544,48.5401526571808,70.9219970703125,65.0749969482422,40.013,NA,NA,NA,0,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
CF,47.312,4386765,1.12655511715726,2142591375.85053,488.421735800876,4.63081843223307,5.66599988937378,1.49102370047808,0,0.061548772272962,36.282063629651,9.80000019073486,NA,17.15613616,NA,2,9.61538461538462,2.87128944386695,5.215,45.53414912024,79.838996887207,63.923999786377,38.904,NA,NA,NA,NA,632110,NA,NA,NA,NA,Sub-Saharan Africa,Low income
CG,60.093,4273738,3.04895683882158,13135580695.2473,3073.55778366557,9.93126543313406,20.0659999847412,0.39152501122766,0.252023160521394,1.16525626980409,64.6412884333821,39.7886199951172,0,NA,NA,5,7.2992700729927,11.5772947226829,4.765,49.9468938515013,68.8489990234375,66.9079971313477,63.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
CH,82.2463414634147,7824909,1.0415580576588,603434493402.679,77117.126014204,3.26810165603702,4.80000019073486,0.688238707220017,0.413404040350526,5.77770297392596,31.2460775382124,100,2.13468176588143,99.61746539,0.66592612267,83.9,29,2.92836021077944,1.52,45.8031445511311,74.3470001220703,59.9860000610352,73.607,NA,NA,NA,16216027374.6646,43607937733,11176,16677,1622,533,Europe & Central Asia,High income
CI,52.964,20532944,2.33453614556572,34936305296.8834,1701.47570153035,6.84804940048411,6.83500003814697,1.2264561213548,1.07006724394143,0.302927821748309,12.4703773584906,58.3014678955078,1.15674769488684,NA,NA,2.7,8.86699507389163,1.0260624708188,5.088,38.1324671146427,71.7149963378906,46.617000579834,47.33,NA,NA,NA,0,70491477,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
CL,78.779,17062531,1.03891170046699,218537551220.123,12808.0383396885,5.84417729579263,8.42000007629395,1.41071107954318,0.0285190910019512,4.08614642223947,22.4943378361658,99.5383911132813,4.26746533408346,62.85662723,3.17069021,45,14.1666666666667,7.33040295464809,1.884,39.8254600820221,72.4240036010742,45.5579986572266,87.074,0.32947,318.82717,229.09842,36137062.39,538384073,30133,14971,328,748,Latin America & Caribbean,High income
CM,55.101,20341236,2.74773375136593,27507499709.071,1352.30227450638,2.89902472402312,4.1100001335144,1.27538046242341,0.41796244354709,0.441959377493088,44.2141693638806,52.7595558166504,1.00016952025767,NA,4.9112059857,4.3,13.8888888888889,1.94952401661589,5.111,46.6416786521636,82.0869979858398,70.4769973754883,51.559,NA,NA,NA,317303.598660686,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
CN,74.409,1337705000,0.482959688678361,6087163874510.73,4550.45310775599,10.6358710646812,4.53000020980835,3.17532475269199,0.224013041592313,6.33216591101925,21.2855968996448,99.6999969482422,1.67385240269475,35.32940402,0.97968265009,34.3,21.325744894543,4.0035629002639,1.627,44.0204912333788,78.0329971313477,63.6259994506836,49.226,1.71372,884.59337,NA,830483814,474347231325,973514,83049,293066,98111,East Asia & Pacific,Upper middle income
CO,75.424,45222699,1.05064996242948,286563105192.457,6336.70947398467,4.49465897070922,10.9799995422363,2.27118326422564,1.40661733930263,1.4302551910933,54.806480396575,96.7889938354492,4.13301023155627,16.79012145,34.184160481,36.5,12.6506024096386,2.24383024069889,1.992,42.327299257169,81.0380020141602,55.3930015563965,77.964,0.19501,NA,NA,72661187.5,451119244,15772,10218,133,1739,Latin America & Caribbean,Upper middle income
CR,78.769,4577371,1.24493397923295,37658614803.2919,8227.12749377141,5.36034352613726,7.17000007629395,5.66275708420023,1.40920952289942,1.55329336424773,56.231884057971,98.995735168457,17.5310445580716,35.12155593,11.513158973,36.5,38.5964912280702,5.06371199103183,1.885,37.2892294808432,74.629997253418,43.9410018920898,71.736,0.48492,381.87801,NA,0,2203393630,5767,5498,8,606,Latin America & Caribbean,Upper middle income
CU,78.338,11225833,-0.0078209400275259,64328000000,5730.35426413345,2.39035229650723,2.5,NA,NA,2.69556833777948,27.5460353250658,97.5566482543945,2.68437086854055,37.95822131,4.4985525796,15.9,43.1596091205212,NA,1.647,38.5673137373773,68.4229965209961,41.9049987792969,76.597,0.60767,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
CV,71.062,492644,1.22066926970069,1664310769.55229,3378.3234334576,1.46679009706938,10.6700000762939,2.07866470906422,7.86571095561562,1.09612620878362,10.6004962779156,81.0999984741211,NA,NA,7.9164670634,30,18.0555555555556,6.98190300141913,2.581,40.5404990795664,69.9860000610352,47.3870010375977,61.821,NA,NA,NA,0,0,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
CY,79.43,1112617,1.31435017990175,25732432719.0773,31023.6383309791,2.01469570699406,6.26000022888184,2.43004084102253,3.34882812274618,7.0284743087693196,18.7056277056277,100,1.37166478767381,76.53244972,0.71902550473,52.99,12.5,120.594522196942,1.424,45.1675988113028,71.0660018920898,57.5849990844727,67.551,0.44409,1077.70041,257.2191,NA,143937802,768,1484,4,4,Europe & Central Asia,High income
CZ,77.4243902439025,10474410,0.29136167418042,209069940963.177,19960.0684872157,2.43490215904518,7.28000020980835,1.47272727272729,0.587872113975275,10.8769849566706,34.4041947177628,100,3.64895911477869,76.18771716,0.97755291741,68.82,22,4.86336501936901,1.51,43.2904339278673,68.0419998168945,49.3219985961914,73.255,1.33688,2773.95996,1515.74334,249267461.616847,20394443388,7795,3098,868,114,Europe & Central Asia,High income
DE,79.9878048780488,81776930,-0.153198446937304,3399667820000.01,41572.4559481507,4.17988249873657,6.96999979019165,1.10380916115812,0.376178305260267,9.4515653742443,32.7308718478354,100,13.3830633770785,96.47614557,0.981107786,82,32.7974276527331,2.53076202316038,1.39,45.8603551067452,66.0459976196289,53.0410003662109,76.966,2.7302399999999998,4058.00596,1400.66219,8276542348.34055,179569601323,65516,8713,47047,12198,Europe & Central Asia,High income
DJ,60.062,840194,1.48370781049189,1128611700.3618,1343.27512498519,NA,27.0580005645752,3.95007875923886,2.89214171045678,0.618904681537835,0.241587575496117,56.1799507141113,NA,29.77494809,NA,6.5,13.8461538461538,3.23415329697175,3.3,24.3441116095595,47.5229988098145,16.8500003814697,76.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
DK,79.1,5547683,0.444197154509531,321995279401.502,58041.3984363385,1.87099114718497,7.75,2.31092436974789,0.287416468906835,8.68470675054793,13.8225312279048,100,31.9283618959395,88.1587008,0.75609616031,88.72,37.9888268156425,-3.65466908301772,1.87,47.012333719663,68.2939987182617,58.8450012207031,86.795,2.91707,6739.18115,2260.51353,2030589542.92525,9011713270,3401,2163,1626,142,Europe & Central Asia,High income
DM,NA,70877,0.0409243258489963,493825925.925926,6967.36495514661,0.672634400445048,NA,2.99936630549001,4.63509408773522,2.53961087517813,63.8266666666667,94.173942565918,NA,NA,21.16342396,47.45,12.5,4.92920762301906,NA,NA,NA,NA,68.094,NA,NA,NA,10948.1481481481,154223,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
DO,72.046,9695117,1.22855325822389,53860175555.9961,5555.39201393816,8.33965105962218,5.21000003814697,6.32993220146144,7.21683499891093,2.12890674759263,42.9128544814738,98.1454162597656,0.145956345783852,NA,25.518000453,31.4,20.7650273224044,3.37949139825513,2.503,36.7784746555278,71.9140014648438,41.5940017700195,73.753,NA,NA,NA,0,75810617,4186,3768,15,328,Latin America & Caribbean,Upper middle income
DZ,74.938,35977451,1.80500474736452,161207270185.25,4480.78631766464,3.59999999999978,9.96000003814697,3.91106195534027,0.12194815270542,3.14474752533191,0.805293608874184,98.8589324951172,0,19.84678822,0.7059977651,12.5,7.7120822622108,1.42696363601643,2.86,16.9048413928518,68.947998046875,14.1780004501343,67.54,NA,NA,NA,2811908.23360763,5377821,2070,3188,76,730,Middle East & North Africa,Lower middle income
EC,75.089,15011114,1.58940945340249,69555367000,4633.59128443099,3.52529866894027,4.09000015258789,3.55437734567846,3.73663047264203,2.30828971120997,52.456877113867,97.4621429443359,1.2250756061305,41.03788243,17.473719805000002,29.03,32.258064516129,0.23850542024117,2.615,38.5290228521055,77.5950012207031,47.9690017700195,62.69,0.40297,140.58063,68.55641,0,146115722,8750,7445,4,690,Latin America & Caribbean,Upper middle income
EE,75.4292682926829,1331475,-0.22805796852935,19523477325.6235,14663.0446126465,2.44426511799784,16.7099990844727,2.97204512015696,1.82899817593971,14.1797630447436,55.1078084453881,100,7.84480098734958,92.69742932,5.2548489118,74.1,22.7722772277228,13.2776301644787,1.72,49.4381529405914,66.9329986572266,55.0859985351563,68.094,1.56628,3060.57874,680.8793,20323470.1587301,1253040823,1067,1883,84,13,Europe & Central Asia,High income
EG,70.349,82761244,1.98480507963281,218983666061.706,2645.96875877924,5.14723485873294,8.76000022888184,11.2651882653186,5.68677117520305,2.37429973865545,0.0659400271234115,99.3945541381836,1.16079457205918,59.14712972,2.2220545646,21.6,12.6953125,2.91601657550141,3.233,23.4997882754188,75.4410018920898,23.2329998016357,43.019,0.43345,492.40565,250.81791,0,104581857,14079,7781,605,1625,Middle East & North Africa,Lower middle income
ER,62.193,3170437,1.60620728106538,1589515447.15447,501.355316997143,2.19419034888082,5.49499988555908,NA,0,0.157706965948227,10.7609900990099,40.1831207275391,0.643086816720257,NA,NA,0.61,22,5.72501513985957,4.571,46.8074421775843,85.7259979248047,73.4420013427734,35.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
ES,81.6268292682927,46576897,0.460408305051304,1422108199783.34,30532.4805081656,0.163010230841422,19.8600006103516,1.79986457728766,0.112224547726084,5.86664242575026,37.089938201236,100,18.5947975328506,94.52545982,0.85444568837,65.8,36.5714285714286,2.5743006272006,1.37,44.5646429261796,67.3410034179688,52.1609992980957,78.442,1.35996,2869.16871,1293.31531,NA,11504349257,41767,5107,3566,213,Europe & Central Asia,High income
ET,61.627,87639962,2.78375692665143,29933790334.3418,341.554122699663,12.5505383459308,2.33899998664856,8.13694113083096,1.45702856682548,0.0738247695725838,15.7612988643535,25.4099369049072,0.36144578313253,4.5424233,NA,0.75,27.7879341864717,0.963030625359937,5.136,46.236343188069,88.8730010986328,74.3929977416992,17.319,0.24137,42.22959,16.44227,247765.416893145,9180497,NA,NA,NA,NA,Sub-Saharan Africa,Low income
FI,79.8707317073171,5363352,0.457494535465831,249424310816.667,46505.3031791811,3.18595865407703,8.39000034332275,1.1841352315465,0.358351286333896,11.6587537047727,73.1885488647581,100,13.9735230681508,82.5585174,2.2177560632,86.89,40,4.89968635862397,1.87,47.9415880896443,64.1269989013672,56.007999420166,83.77,3.70532,7720.22345,NA,2318716972.87157,7052255645,3336,1946,1731,102,Europe & Central Asia,High income
FJ,66.655,859816,0.721353944911169,3140508835.9485,3652.53593320954,2.95467242212241,4.30999994277954,3.68901229670766,5.59244193356154,1.34912585948622,58.7432950191571,89.2485809326172,NA,NA,2.3260790681,20,NA,5.67079237442896,2.752,34.6909941742855,79.7419967651367,43.7389984130859,52.171,NA,NA,NA,529960.195444995,5152322,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
FM,66.471,102916,-0.0534273667674984,296944100,2885.30549185744,2.25938995585932,NA,3.31370963136216,6.08420911545304,1.06883283454468,91.6142857142857,64.5315170288086,NA,NA,NA,20,0,0,3.46,NA,NA,NA,22.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
FO,80.6878048780488,47803,-0.0230084609400646,2320424601.26954,48541.401193848404,NA,NA,NA,6.30888089170829,NA,0.0573065902578797,100,NA,NA,NA,75.2,NA,NA,2.5,NA,NA,NA,40.926,NA,NA,NA,1154871.9549437,NA,NA,NA,NA,NA,Europe & Central Asia,High income
FR,81.6634146341463,65027505,0.494040602950225,2645187882116.67,40677.9851405443,1.94943762312663,8.86999988555908,1.53112270420924,0.752243665134613,5.3506589250195,29.9859192741578,100,2.74364904259372,78.92085652,1.2659126694,77.28,18.8908145580589,1.47019572697398,2.03,47.5128651982655,62.0340003967285,51.4550018310547,78.369,2.17857,3873.01285,1882.38567,13625132122.8949,105238741171,85638,7503,14748,1832,Europe & Central Asia,High income
GA,61.4,1624146,3.45914677152663,14372591916.4792,8849.32260799167,7.08988731455126,20.3899993896484,1.46154402720468,0.267376955295734,2.93692808405156,91.7817751387434,89.4617233276367,0.465116279069767,NA,NA,13,14.6551724137931,3.64540445617961,4.146,40.0268532259204,57.6609992980957,39.568000793457,85.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Upper middle income
GB,80.4024390243902,62766365,0.783888646646516,2491110093454.18,39688.6149684498,2.13143819777204,7.78999996185303,2.49265472467065,0.198762984651755,7.67592642970483,12.6441532674741,100,5.87088285184344,97.92715808,1.191305343,85,22,2.67890814899942,1.92,46.1307668483647,68.9830017089844,56.0559997558594,81.302,1.64564,4043.26715,934.29414,14454576641.5817,66714275085,26814,9441,15490,6439,Europe & Central Asia,High income
GD,72.867,106227,0.415067525443612,771013259.259259,7258.16656084855,-0.511262754149129,NA,3.43650905943355,3.69320525688226,2.73000273000273,52.0588235294118,89.2846603393555,NA,NA,9.4138025173,27,13.3333333333333,7.83655279406733,2.24,NA,NA,NA,35.865,NA,NA,NA,67444.0740740741,78110,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
GE,71.46,3786695,-0.729475256932528,12243505582.6741,3233.29594347421,6.24948776787187,20.2000007629395,7.11017897486098,9.66990819521005,1.40491906530629,40.6159159591308,100,0,40.85714085,4.561981471,26.9,6.52173913043478,7.52166776509825,1.911,45.4972602019326,76.7870025634766,55.6769981384277,55.535,NA,NA,NA,4726381.09,12436474,641,3261,183,179,Europe & Central Asia,Upper middle income
GH,61.03,24779614,2.48700897388359,32197272797.2028,1299.34521164062,7.89971194051621,5.38000011444092,10.7333898354914,0.421936854266124,0.449966654040697,34.9078403797135,64.1999969482422,0,8.638307608,1.7030128072,7.8,8.26086956521739,7.84957786927708,4.273,47.2767674316452,74.5469970703125,67.6240005493164,50.713,0.37655,37.95861,29.51619,0,9147353,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
GL,70.2919512195122,56905,1.02802332572502,2503156060.52524,43988.3324931946,1.73582505889665,NA,NA,NA,NA,5.35997076379583e-4,100,NA,87.37089352,19.421589745,63,NA,NA,2.195,NA,NA,NA,84.383,NA,NA,NA,NA,13306185,NA,NA,NA,NA,Europe & Central Asia,High income
